trip_id,distance_km,traffic_density,weather_impact,day_of_week,hour_of_day,actual_time_mins,timestamp,avg_speed_kmh
1093,60.29,2,1.6,4,20,127.2,2026-05-13 14:51:57,28.438679245283016
1094,44.89,4,1.3,2,17,109.42,2026-05-13 14:51:57,24.615244013891427
1095,38.01,6,1.3,3,22,104.79,2026-05-13 14:51:57,21.763527054108213
1096,102.72,9,1.6,3,8,199.55,2026-05-13 14:51:57,30.88549235780506
1097,55.44,2,1.9,3,9,113.13,2026-05-13 14:51:57,29.403341288782816
1098,126.96,9,1.2,1,20,229.4,2026-05-13 14:51:57,33.20662598081953
1099,23.92,6,1.4,6,6,99.64,2026-05-13 14:51:57,14.403853873946208
1100,18.58,9,1.2,2,4,98.11,2026-05-13 14:51:57,11.362756090102945
1101,115.74,10,1.4,0,2,234.47,2026-05-13 14:51:57,29.617435066319782
1102,142.18,2,1.0,5,3,205.2,2026-05-13 14:51:57,41.57309941520468
1103,107.05,10,1.3,5,17,212.29,2026-05-13 14:51:57,30.25578218474728
1104,17.84,1,1.2,5,13,52.41,2026-05-13 14:51:57,20.423583285632514
1105,124.8,5,1.6,3,5,215.36,2026-05-13 14:51:57,34.76968796433878
1106,107.36,6,1.0,5,3,189.21,2026-05-13 14:51:57,34.044712224512445
1107,95.8,2,1.5,3,19,158.0,2026-05-13 14:51:57,36.379746835443036
1108,31.97,9,1.1,4,12,111.82,2026-05-13 14:51:57,17.154355213736363
1109,143.64,1,1.5,2,1,207.79,2026-05-13 14:51:57,41.47649068771356
1110,33.35,8,1.2,2,1,103.66,2026-05-13 14:51:57,19.30349218599267
1111,120.17,2,1.6,2,18,180.69,2026-05-13 14:51:57,39.903702473850245
1112,136.68,8,1.7,4,14,239.73,2026-05-13 14:51:57,34.20848454511326
1113,109.03,6,1.4,2,1,204.66,2026-05-13 14:51:57,31.964233362650248
1114,146.58,10,1.7,4,7,275.82,2026-05-13 14:51:57,31.886012616924088
1115,105.57,5,1.1,6,4,176.02,2026-05-13 14:51:57,35.98568344506305
1116,59.66,7,1.4,5,6,141.46,2026-05-13 14:51:57,25.30467976813233
1117,33.11,7,1.1,2,14,109.39,2026-05-13 14:51:57,18.16070938842673
1118,149.61,9,1.1,2,14,252.8,2026-05-13 14:51:57,35.50870253164557
1119,81.63,7,1.2,1,10,156.66,2026-05-13 14:51:57,31.2638835695136
1120,7.56,5,1.4,4,5,64.8,2026-05-13 14:51:57,7.000000000000001
1121,120.81,4,1.9,4,15,208.43,2026-05-13 14:51:57,34.77714340545987
1122,140.13,2,2.0,3,6,222.4,2026-05-13 14:51:57,37.80485611510792
1123,9.73,3,1.2,4,6,53.38,2026-05-13 14:51:57,10.936680404645935
1124,84.92,4,1.3,2,17,159.52,2026-05-13 14:51:57,31.940822467402203
1125,49.51,6,1.1,1,23,110.32,2026-05-13 14:51:57,26.92712110224801
1126,47.75,2,1.7,2,12,108.18,2026-05-13 14:51:57,26.48363838047698
1127,28.37,7,1.3,0,11,106.59,2026-05-13 14:51:57,15.969603152265691
1128,15.52,4,2.0,5,22,80.49,2026-05-13 14:51:57,11.569139023481178
1129,54.02,1,1.8,4,6,101.5,2026-05-13 14:51:57,31.933004926108378
1130,128.41,10,1.8,4,9,255.65,2026-05-13 14:51:57,30.137297085859572
1131,43.93,10,1.4,4,9,129.24,2026-05-13 14:51:57,20.394614670380683
1132,104.96,1,1.2,4,14,156.0,2026-05-13 14:51:57,40.36923076923077
1133,62.82,10,1.0,5,22,147.59,2026-05-13 14:51:57,25.53831560403821
1134,121.97,8,1.7,2,22,224.07,2026-05-13 14:51:57,32.66032936136029
1135,18.65,10,1.9,3,10,109.94,2026-05-13 14:51:57,10.178279061306165
1137,134.28,8,1.6,0,1,231.14,2026-05-13 14:51:57,34.856796746560526
1138,77.52,7,1.1,4,10,161.3,2026-05-13 14:51:57,28.835709857408553
1139,137.26,4,1.0,6,9,220.76,2026-05-13 14:51:57,37.305671317267624
1140,133.39,5,1.8,0,9,218.7,2026-05-13 14:51:57,36.59533607681755
1141,145.45,6,1.6,0,7,232.23,2026-05-13 14:51:57,37.579124144167416
1142,84.96,3,1.6,5,15,153.88,2026-05-13 14:51:57,33.12711203535222
1143,72.72,6,1.8,4,18,161.3,2026-05-13 14:51:57,27.05021698698078
1144,139.89,8,1.7,5,14,254.38,2026-05-13 14:51:57,32.99551851560657
1145,103.0,3,1.7,3,12,181.12,2026-05-13 14:51:57,34.12102473498233
1146,145.47,2,1.2,1,11,208.43,2026-05-13 14:51:57,41.875929568680135
1147,124.49,7,1.5,5,11,214.13,2026-05-13 14:51:57,34.88254798486901
1148,100.36,5,1.7,0,10,178.18,2026-05-13 14:51:57,33.79503872488495
1149,110.06,2,1.5,6,7,184.67,2026-05-13 14:51:57,35.75892131910977
1150,137.34,9,1.9,4,0,260.63,2026-05-13 14:51:57,31.617235160956145
1151,121.98,5,1.2,3,7,194.62,2026-05-13 14:51:57,37.60559038125578
1152,54.2,6,1.6,3,0,135.39,2026-05-13 14:51:57,24.019499224462667
1153,39.68,3,1.1,0,10,82.46,2026-05-13 14:51:57,28.87218045112782
1154,64.32,1,1.8,1,21,120.26,2026-05-13 14:51:57,32.09047064693164
1155,121.19,9,1.8,1,16,236.73,2026-05-13 14:51:57,30.716005575972627
1156,140.41,5,1.8,6,19,237.03,2026-05-13 14:51:57,35.54233641311227
1157,140.87,3,1.4,2,7,208.3,2026-05-13 14:51:57,40.57705232837254
1158,95.7,1,1.1,5,20,145.2,2026-05-13 14:51:57,39.54545454545455
1159,128.99,1,1.3,0,18,197.42,2026-05-13 14:51:57,39.202715023807116
1160,108.35,1,1.0,5,18,160.01,2026-05-13 14:51:57,40.6287107055809
1161,127.73,6,1.7,0,19,218.24,2026-05-13 14:51:57,35.116385630498534
1162,106.4,2,1.3,3,10,167.9,2026-05-13 14:51:57,38.02263251935676
1163,65.49,10,1.7,3,19,175.37,2026-05-13 14:51:57,22.406340879283796
1164,138.78,5,1.2,0,17,220.51,2026-05-13 14:51:57,37.76155276404698
1165,117.45,9,1.7,1,10,219.57,2026-05-13 14:51:57,32.09454843557863
1166,141.89,1,1.4,4,15,210.38,2026-05-13 14:51:57,40.46677440821371
1167,31.56,2,1.2,2,21,77.93,2026-05-13 14:51:57,24.298729629154366
1168,48.22,1,1.8,0,22,103.39,2026-05-13 14:51:57,27.983363961698423
1169,61.73,2,2.0,6,16,132.04,2026-05-13 14:51:57,28.050590730081797
1170,90.51,3,1.1,3,21,151.25,2026-05-13 14:51:57,35.90479338842975
1171,55.27,3,1.9,4,11,130.69,2026-05-13 14:51:57,25.374550462927537
1172,9.3,6,1.4,4,4,71.03,2026-05-13 14:51:57,7.855835562438407
1173,82.37,2,1.8,0,16,156.2,2026-05-13 14:51:57,31.640204865556985
1174,101.39,7,1.5,5,6,191.55,2026-05-13 14:51:57,31.758809710258415
1175,107.43,4,1.1,4,19,183.85,2026-05-13 14:51:57,35.06010334511831
1176,101.23,8,1.9,5,1,203.55,2026-05-13 14:51:57,29.839351510685336
1177,67.62,2,1.5,5,21,124.62,2026-05-13 14:51:57,32.556571978815604
1178,67.14,2,1.6,0,14,133.92,2026-05-13 14:51:57,30.080645161290327
1179,135.24,6,1.1,0,9,215.62,2026-05-13 14:51:57,37.632872646322234
1180,68.92,6,1.9,5,7,145.3,2026-05-13 14:51:57,28.459738472126634
1181,95.93,7,1.2,2,18,185.55,2026-05-13 14:51:57,31.02021018593371
1182,146.31,4,1.8,4,9,230.43,2026-05-13 14:51:57,38.09660200494727
1183,110.21,5,1.7,5,9,189.16,2026-05-13 14:51:57,34.95770776062592
1184,44.33,3,1.2,5,8,103.88,2026-05-13 14:51:57,25.604543704274164
1185,7.74,4,1.2,4,9,55.09,2026-05-13 14:51:57,8.429842076601924
1186,64.16,5,1.4,2,15,138.04,2026-05-13 14:51:57,27.887568820631703
1187,112.91,1,1.7,2,21,181.96,2026-05-13 14:51:57,37.23125961749835
1188,123.46,2,1.1,4,11,179.48,2026-05-13 14:51:57,41.27256518832182
1189,7.09,9,1.5,1,6,83.5,2026-05-13 14:51:57,5.094610778443114
1190,111.99,3,1.5,3,10,187.03,2026-05-13 14:51:57,35.926856654012724
1191,56.32,9,1.4,5,18,146.66,2026-05-13 14:51:57,23.041047320332744
1192,15.32,10,1.0,4,22,104.98,2026-05-13 14:51:57,8.75595351495523
1193,94.01,3,1.2,1,5,165.09,2026-05-13 14:51:57,34.16681809921861
1194,110.18,8,1.7,3,2,210.41,2026-05-13 14:51:57,31.41865880899197
1195,18.46,4,1.2,0,6,68.47,2026-05-13 14:51:57,16.1764276325398
1196,109.72,10,1.1,2,18,222.72,2026-05-13 14:51:57,29.558189655172413
1197,9.6,6,1.3,2,3,79.61,2026-05-13 14:51:57,7.235271950759954
1198,55.93,7,1.2,5,12,135.43,2026-05-13 14:51:57,24.778852543749537
1199,76.8,10,1.8,1,0,186.37,2026-05-13 14:51:57,24.72500938992327
1200,41.13,9,1.7,0,17,131.47,2026-05-13 14:51:57,18.770822240815395
1201,132.23,4,1.6,1,12,214.55,2026-05-13 14:51:57,36.978792822185966
1202,57.15,8,1.1,6,23,147.47,2026-05-13 14:51:57,23.25218688546823
1203,51.57,9,1.9,4,5,151.45,2026-05-13 14:51:57,20.430505117200397
1204,20.3,1,1.8,4,7,59.28,2026-05-13 14:51:57,20.546558704453442
1205,146.34,3,1.5,1,2,231.76,2026-05-13 14:51:57,37.88574387297204
1206,7.59,3,1.5,6,7,65.67,2026-05-13 14:51:57,6.93467336683417
1207,81.77,8,1.1,3,23,161.72,2026-05-13 14:51:57,30.337620578778136
1208,74.43,2,1.0,1,19,119.27,2026-05-13 14:51:57,37.44277689276432
1209,122.26,5,1.3,1,5,203.37,2026-05-13 14:51:57,36.0702168461425
1210,31.02,4,1.3,1,17,82.78,2026-05-13 14:51:57,22.48369171297415
1211,148.64,2,1.8,3,21,224.8,2026-05-13 14:51:57,39.672597864768676
1212,122.12,5,1.6,4,12,210.45,2026-05-13 14:51:57,34.8168210976479
1213,144.72,2,1.3,0,10,222.0,2026-05-13 14:51:57,39.11351351351351
1214,79.98,2,1.7,6,21,144.38,2026-05-13 14:51:57,33.23729048344646
1215,132.58,2,1.5,4,21,208.9,2026-05-13 14:51:57,38.07946385830541
1216,101.73,3,1.4,5,22,171.05,2026-05-13 14:51:57,35.684302835428234
1217,74.95,1,1.4,2,0,130.6,2026-05-13 14:51:57,34.43338437978561
1218,30.32,10,1.4,1,6,125.68,2026-05-13 14:51:57,14.474856779121577
1219,144.96,8,1.9,6,15,261.95,2026-05-13 14:51:57,33.20328306928804
1220,64.88,10,1.6,2,17,159.86,2026-05-13 14:51:57,24.35130739396972
1221,63.38,6,1.1,3,23,135.16,2026-05-13 14:51:57,28.135543060076944
1222,124.6,3,1.6,4,17,196.64,2026-05-13 14:51:57,38.018714401952806
1223,107.64,6,1.4,5,3,198.9,2026-05-13 14:51:57,32.470588235294116
1224,35.26,1,1.6,4,4,83.02,2026-05-13 14:51:57,25.483016140688992
1225,21.71,6,1.1,4,3,82.35,2026-05-13 14:51:57,15.81785063752277
1226,92.41,10,1.1,6,23,198.18,2026-05-13 14:51:57,27.97759612473509
1227,100.69,2,2.0,2,7,176.25,2026-05-13 14:51:57,34.27744680851064
1228,5.29,3,1.2,0,13,57.4,2026-05-13 14:51:57,5.529616724738676
1229,84.34,6,1.5,6,13,169.83,2026-05-13 14:51:57,29.79685567920862
1230,140.51,10,1.0,6,19,250.11,2026-05-13 14:51:57,33.707568669785296
1231,121.47,9,1.8,4,2,240.52,2026-05-13 14:51:57,30.301846000332613
1232,34.32,6,1.9,6,21,105.45,2026-05-13 14:51:57,19.527738264580368
1233,26.24,6,1.4,2,3,104.7,2026-05-13 14:51:57,15.03724928366762
1234,64.19,9,1.2,5,23,147.32,2026-05-13 14:51:57,26.14308987238664
1235,63.99,8,1.3,6,9,141.21,2026-05-13 14:51:57,27.189292543021033
1236,125.75,3,1.2,2,22,201.94,2026-05-13 14:51:57,37.36258294542933
1237,59.47,3,1.4,5,19,116.53,2026-05-13 14:51:57,30.620441088131813
1238,118.79,2,1.1,4,14,175.88,2026-05-13 14:51:57,40.52422105981351
1239,149.54,5,1.5,0,6,236.43,2026-05-13 14:51:57,37.949498794569216
1240,123.47,5,1.1,2,8,204.51,2026-05-13 14:51:57,36.224145518556554
1241,41.02,9,1.8,4,19,141.34,2026-05-13 14:51:57,17.41332955992642
1242,48.21,9,1.3,6,20,127.7,2026-05-13 14:51:57,22.651527016444792
1243,35.02,9,1.1,1,13,108.67,2026-05-13 14:51:57,19.33560320235576
1244,45.47,4,1.6,4,11,104.89,2026-05-13 14:51:57,26.010105825150156
1245,89.57,10,1.5,1,1,191.87,2026-05-13 14:51:57,28.009589826444984
1246,56.65,3,1.4,0,9,117.08,2026-05-13 14:51:57,29.031431499829175
1247,16.4,7,1.0,4,7,85.01,2026-05-13 14:51:57,11.575108810728148
1248,5.51,4,1.0,2,1,50.48,2026-05-13 14:51:57,6.549128367670365
1249,56.63,8,1.2,5,10,133.38,2026-05-13 14:51:57,25.47458389563653
1250,85.77,9,1.3,0,2,179.48,2026-05-13 14:51:57,28.67283262759082
1251,128.52,6,1.1,5,2,210.76,2026-05-13 14:51:57,36.5875877775669
1252,126.93,2,1.4,1,22,191.87,2026-05-13 14:51:57,39.69250013029655
1253,37.24,7,1.6,2,2,110.98,2026-05-13 14:51:57,20.13335736168679
1254,16.99,6,1.0,5,11,81.93,2026-05-13 14:51:57,12.442328817283045
1255,43.8,10,1.7,1,4,152.92,2026-05-13 14:51:57,17.185456447815852
1256,143.27,10,1.6,3,0,257.67,2026-05-13 14:51:57,33.361276050762605
1257,42.03,8,1.1,6,6,118.24,2026-05-13 14:51:57,21.327807848443843
1258,86.46,9,1.2,2,11,173.16,2026-05-13 14:51:57,29.958419958419956
1259,106.64,1,1.8,0,9,171.28,2026-05-13 14:51:57,37.35637552545539
1260,112.21,7,1.3,4,12,201.78,2026-05-13 14:51:57,33.36604222420458
1261,55.39,7,1.0,2,13,126.6,2026-05-13 14:51:57,26.251184834123226
1262,79.37,8,1.4,4,11,167.42,2026-05-13 14:51:57,28.444630271174294
1263,39.57,2,1.4,3,7,80.21,2026-05-13 14:51:57,29.599800523625483
1264,12.59,8,1.9,0,1,97.74,2026-05-13 14:51:57,7.728667894413751
1265,64.13,8,1.6,0,22,146.82,2026-05-13 14:51:57,26.207601144258273
1266,145.66,3,1.4,5,21,220.96,2026-05-13 14:51:57,39.5528602461984
1267,61.91,2,1.5,4,1,114.88,2026-05-13 14:51:57,32.334610027855156
1268,116.37,5,1.1,0,16,193.36,2026-05-13 14:51:57,36.10984691766652
1269,87.71,8,1.1,6,4,175.73,2026-05-13 14:51:57,29.947077903602118
1270,138.89,8,1.7,3,22,243.0,2026-05-13 14:51:57,34.29382716049383
1271,28.21,8,1.8,5,14,113.43,2026-05-13 14:51:57,14.92197831261571
1272,56.18,1,1.7,3,15,103.59,2026-05-13 14:51:57,32.539820445988994
1273,46.99,3,1.8,4,6,101.76,2026-05-13 14:51:57,27.7063679245283
1274,142.3,4,1.6,5,1,222.26,2026-05-13 14:51:57,38.414469540178175
1275,15.08,10,1.5,6,0,112.99,2026-05-13 14:51:57,8.007788299849544
1276,41.34,5,1.1,2,10,105.62,2026-05-13 14:51:57,23.48418860064382
1277,39.45,9,1.5,2,12,119.78,2026-05-13 14:51:57,19.761228919686094
1278,35.21,3,1.8,3,5,94.28,2026-05-13 14:51:57,22.407721680101826
1279,53.4,7,1.8,5,7,135.38,2026-05-13 14:51:57,23.66671591076969
1280,37.86,2,1.4,0,22,94.05,2026-05-13 14:51:57,24.15311004784689
1281,74.58,9,1.7,3,17,175.19,2026-05-13 14:51:57,25.5425537987328
1282,7.36,5,1.9,5,20,70.78,2026-05-13 14:51:57,6.239050579259678
1283,120.81,4,1.2,4,7,193.75,2026-05-13 14:51:57,37.412129032258065
1284,93.18,7,1.4,3,6,179.46,2026-05-13 14:51:57,31.153460381143432
1285,31.09,5,1.8,1,17,98.03,2026-05-13 14:51:57,19.028868713659087
1286,42.63,8,1.8,4,12,129.8,2026-05-13 14:51:57,19.705701078582432
1287,136.92,7,1.3,4,21,240.94,2026-05-13 14:51:57,34.09645554909936
1288,27.61,2,1.8,4,22,81.12,2026-05-13 14:51:57,20.42159763313609
1289,16.3,5,1.7,0,15,79.86,2026-05-13 14:51:57,12.246431254695718
1290,136.67,10,1.9,5,7,252.48,2026-05-13 14:51:57,32.478612167300376
1291,59.93,4,1.0,1,22,115.57,2026-05-13 14:51:57,31.11361079865017
1292,73.09,9,1.4,6,9,173.16,2026-05-13 14:51:57,25.325710325710325
1293,75.9,1,1.6,5,21,127.82,2026-05-13 14:51:57,35.62822719449226
1294,55.9,5,1.6,2,12,137.81,2026-05-13 14:51:57,24.337856469051594
1295,9.61,3,1.4,2,5,56.07,2026-05-13 14:51:57,10.283574103798822
1296,99.91,7,1.5,6,10,195.34,2026-05-13 14:51:57,30.688031125217567
1297,142.64,2,1.3,0,14,213.73,2026-05-13 14:51:57,40.04304496327141
1298,138.25,8,1.4,4,3,247.12,2026-05-13 14:51:57,33.566688248624146
1299,104.86,10,1.3,6,18,208.06,2026-05-13 14:51:57,30.239354032490628
1300,37.33,7,1.9,5,13,119.9,2026-05-13 14:51:57,18.680567139282733
1301,118.49,5,1.2,3,16,198.55,2026-05-13 14:51:57,35.80659783429866
1302,137.68,3,1.3,1,2,217.45,2026-05-13 14:51:57,37.98942285582893
1303,26.35,4,1.2,5,6,90.78,2026-05-13 14:51:57,17.415730337078653
1304,67.93,8,1.7,0,10,159.03,2026-05-13 14:51:57,25.62912657989059
1305,131.86,3,1.1,5,4,210.27,2026-05-13 14:51:57,37.62590954487088
1306,113.16,1,1.8,3,6,185.05,2026-05-13 14:51:57,36.69062415563361
1307,95.46,4,1.3,0,9,174.71,2026-05-13 14:51:57,32.78346974987121
1308,125.05,1,1.1,5,8,189.43,2026-05-13 14:51:57,39.60829857995037
1309,21.09,4,2.0,4,1,89.06,2026-05-13 14:51:57,14.208398832247923
1310,38.65,2,1.4,3,17,90.83,2026-05-13 14:51:57,25.53121215457448
1311,16.03,6,1.8,2,8,93.14,2026-05-13 14:51:57,10.32639038007301
1312,108.9,9,2.0,1,23,214.74,2026-05-13 14:51:57,30.427493713327745
1313,88.25,7,1.2,5,9,176.08,2026-05-13 14:51:57,30.071558382553384
1314,63.69,9,1.2,2,15,144.82,2026-05-13 14:51:57,26.387239331584038
1315,26.85,4,1.4,3,6,80.62,2026-05-13 14:51:57,19.98263458198958
1316,83.86,10,1.8,6,7,182.82,2026-05-13 14:51:57,27.522152937315393
1317,142.94,6,1.4,5,8,240.32,2026-05-13 14:51:57,35.68741677762982
1318,76.87,6,1.5,2,6,166.85,2026-05-13 14:51:57,27.642792927779446
1319,85.37,4,2.0,5,22,166.27,2026-05-13 14:51:57,30.80651951644915
1320,75.42,4,1.2,0,2,145.0,2026-05-13 14:51:57,31.20827586206897
1321,100.45,8,1.9,4,2,210.96,2026-05-13 14:51:57,28.56939704209329
1322,59.57,4,1.2,6,15,121.46,2026-05-13 14:51:57,29.42697184258192
1323,99.91,6,1.9,2,0,191.06,2026-05-13 14:51:57,31.375484141107503
1324,14.45,4,1.2,4,11,77.13,2026-05-13 14:51:57,11.240762349280436
1325,58.49,7,1.7,2,23,148.71,2026-05-13 14:51:57,23.598950978414365
1326,38.12,4,1.8,3,8,108.77,2026-05-13 14:51:57,21.027856945849038
1327,129.77,9,1.8,1,13,236.36,2026-05-13 14:51:57,32.942122186495176
1328,24.43,8,1.9,0,14,109.45,2026-05-13 14:51:57,13.392416628597532
1329,89.27,1,1.9,3,15,153.84,2026-05-13 14:51:57,34.816692667706704
1330,40.19,4,1.7,5,1,105.65,2026-05-13 14:51:57,22.82442025556081
1331,104.45,5,1.4,0,18,184.58,2026-05-13 14:51:57,33.95275761187561
1332,13.51,8,1.3,6,6,97.22,2026-05-13 14:51:57,8.337790578070356
1333,69.05,5,1.0,6,19,135.36,2026-05-13 14:51:57,30.607269503546096
1334,61.74,6,1.0,4,10,133.36,2026-05-13 14:51:57,27.777444511097777
1335,119.23,4,1.5,1,22,193.3,2026-05-13 14:51:57,37.00879461976203
1336,118.14,9,1.7,5,4,227.89,2026-05-13 14:51:57,31.10448023169073
1337,24.89,1,1.7,6,17,75.91,2026-05-13 14:51:57,19.67329732578053
1338,106.64,2,1.5,5,5,180.3,2026-05-13 14:51:57,35.48752079866888
1339,136.98,9,1.6,4,3,244.63,2026-05-13 14:51:57,33.596860564934794
1340,82.29,9,1.1,4,17,169.37,2026-05-13 14:51:57,29.151561669717186
1341,101.8,1,1.2,6,17,161.79,2026-05-13 14:51:57,37.752642314110886
1342,44.21,2,1.5,3,11,93.01,2026-05-13 14:51:57,28.51951403074938
1343,47.83,10,1.0,3,5,127.69,2026-05-13 14:51:57,22.474743519461196
1344,131.11,1,1.9,2,13,203.04,2026-05-13 14:51:57,38.74408983451537
1345,29.98,9,1.3,2,23,115.99,2026-05-13 14:51:57,15.50823346840245
1346,120.57,1,1.3,0,11,170.58,2026-05-13 14:51:57,42.409426661976774
1347,98.09,6,1.8,2,22,181.22,2026-05-13 14:51:57,32.4765478424015
1348,28.96,3,1.8,2,13,80.89,2026-05-13 14:51:57,21.481023612313017
1349,89.75,2,1.0,2,14,152.68,2026-05-13 14:51:57,35.26984542834687
1350,32.16,5,1.1,4,17,90.19,2026-05-13 14:51:57,21.394833130058764
1351,9.75,10,1.3,0,13,92.57,2026-05-13 14:51:57,6.319541968240251
1353,28.34,4,1.0,4,1,83.13,2026-05-13 14:51:57,20.45470949115843
1354,108.48,7,1.4,6,13,203.79,2026-05-13 14:51:57,31.938760488738406
1355,44.49,5,1.6,3,19,106.41,2026-05-13 14:51:57,25.085988159007616
1356,42.62,1,1.5,2,23,97.13,2026-05-13 14:51:57,26.32760218264182
1357,32.65,4,1.3,2,23,98.57,2026-05-13 14:51:57,19.874201075377904
1358,128.12,7,1.2,3,13,226.5,2026-05-13 14:51:57,33.93907284768212
1359,41.15,6,1.9,0,17,126.52,2026-05-13 14:51:57,19.514701233006637
1360,33.44,4,1.3,2,11,82.4,2026-05-13 14:51:57,24.34951456310679
1361,117.62,5,1.2,6,20,203.69,2026-05-13 14:51:57,34.64676714615347
1362,112.46,4,1.6,5,4,197.43,2026-05-13 14:51:57,34.17717672086309
1363,144.53,3,1.9,5,8,236.53,2026-05-13 14:51:57,36.66257979960259
1364,129.76,10,1.4,4,3,245.43,2026-05-13 14:51:57,31.72228333944505
1365,29.21,3,1.6,6,0,88.23,2026-05-13 14:51:57,19.86399183951037
1366,60.12,2,1.1,1,22,106.9,2026-05-13 14:51:57,33.74368568755846
1367,105.79,9,1.2,3,7,195.43,2026-05-13 14:51:57,32.479148544235784
1368,88.94,7,1.9,1,21,191.42,2026-05-13 14:51:57,27.877964684985894
1369,49.65,9,1.2,1,7,134.66,2026-05-13 14:51:57,22.122382296153276
1370,50.17,1,1.2,1,12,88.03,2026-05-13 14:51:57,34.1951607406566
1371,106.83,3,1.8,4,1,176.26,2026-05-13 14:51:57,36.365596278225354
1372,104.08,8,1.9,0,5,199.27,2026-05-13 14:51:57,31.338385105635567
1373,113.69,1,1.2,0,19,177.34,2026-05-13 14:51:57,38.46509529716928
1374,16.77,9,1.9,5,9,111.99,2026-05-13 14:51:57,8.984730779533887
1375,115.36,5,1.3,4,3,203.3,2026-05-13 14:51:57,34.04623708804722
1376,65.3,3,1.4,0,19,120.98,2026-05-13 14:51:57,32.385518267482226
1377,114.59,4,1.9,6,0,188.47,2026-05-13 14:51:57,36.480076404732856
1378,76.98,1,1.3,3,5,124.23,2026-05-13 14:51:57,37.179425259599135
1379,143.21,4,1.5,3,14,216.81,2026-05-13 14:51:57,39.63193579631936
1380,65.11,9,1.8,1,3,171.97,2026-05-13 14:51:57,22.716752922021282
1381,46.76,7,1.0,6,16,114.42,2026-05-13 14:51:57,24.52018877818563
1382,80.81,8,1.8,4,0,187.65,2026-05-13 14:51:57,25.838529176658675
1383,66.21,2,1.6,3,19,127.19,2026-05-13 14:51:57,31.233587546190737
1384,66.98,1,1.7,1,17,121.09,2026-05-13 14:51:57,33.18853745148237
1385,5.7,4,1.8,1,18,65.54,2026-05-13 14:51:57,5.218187366493744
1386,78.45,1,1.4,0,14,134.32,2026-05-13 14:51:57,35.04318046456224
1387,39.47,7,1.8,4,9,127.22,2026-05-13 14:51:57,18.614997641880205
1388,130.92,2,1.7,0,14,200.63,2026-05-13 14:51:57,39.15266909235906
1389,42.97,3,1.9,1,6,99.93,2026-05-13 14:51:57,25.80006004202942
1390,24.23,10,1.6,2,13,115.96,2026-05-13 14:51:57,12.53708175232839
1391,70.56,3,1.5,4,1,128.07,2026-05-13 14:51:57,33.056921995783554
1392,116.42,3,1.4,0,14,182.82,2026-05-13 14:51:57,38.20807351493273
1393,147.3,9,1.0,3,13,250.66,2026-05-13 14:51:57,35.25891646054417
1394,126.68,5,1.1,3,19,196.51,2026-05-13 14:51:57,38.678947636252616
1395,136.45,1,1.2,4,11,203.35,2026-05-13 14:51:57,40.260634374231614
1396,46.37,5,1.0,1,18,104.24,2026-05-13 14:51:57,26.690330007674596
1397,141.82,7,1.8,0,12,236.29,2026-05-13 14:51:57,36.01168056202125
1398,91.6,8,1.8,5,20,199.62,2026-05-13 14:51:57,27.53231139164412
1399,138.74,10,1.7,3,7,262.16,2026-05-13 14:51:57,31.753127860848338
1400,142.64,3,1.2,1,17,221.97,2026-05-13 14:51:57,38.55656169752669
1401,44.67,2,1.7,2,8,100.13,2026-05-13 14:51:57,26.76720263657246
1402,137.66,10,1.4,4,5,257.28,2026-05-13 14:51:57,32.103544776119406
1403,32.91,8,1.9,1,8,128.26,2026-05-13 14:51:57,15.395290815530952
1404,103.46,8,1.7,1,10,208.27,2026-05-13 14:51:57,29.80554088442886
1406,143.05,2,1.9,1,19,211.96,2026-05-13 14:51:57,40.493489337610875
1407,26.46,3,1.7,3,12,81.58,2026-05-13 14:51:57,19.4606521206178
1408,21.3,8,1.7,4,11,108.44,2026-05-13 14:51:57,11.785319070453708
1409,33.44,5,1.8,0,10,102.05,2026-05-13 14:51:57,19.6609505144537
1410,60.93,4,1.7,0,17,120.68,2026-05-13 14:51:57,30.2933377527345
1411,18.24,6,1.4,2,20,86.81,2026-05-13 14:51:57,12.60684252966248
1412,143.61,10,1.5,0,19,251.2,2026-05-13 14:51:57,34.301751592356695
1413,140.55,6,1.3,0,2,228.39,2026-05-13 14:51:57,36.92368317351899
1414,61.65,9,1.1,1,16,145.19,2026-05-13 14:51:57,25.476961223224738
1415,80.38,3,1.6,4,4,155.81,2026-05-13 14:51:57,30.953083884217953
1416,109.42,2,1.8,1,3,186.63,2026-05-13 14:51:57,35.17762417617746
1417,138.14,2,1.4,0,17,207.5,2026-05-13 14:51:57,39.94409638554216
1418,107.7,10,1.6,6,21,220.97,2026-05-13 14:51:57,29.24378874960402
1420,116.21,3,1.2,6,18,180.92,2026-05-13 14:51:57,38.53968604908247
1421,107.45,3,1.2,6,8,180.24,2026-05-13 14:51:57,35.76897470039947
1422,13.54,10,2.0,5,5,116.68,2026-05-13 14:51:57,6.962632841960918
1423,30.29,5,1.0,0,7,89.12,2026-05-13 14:51:57,20.392728904847395
1424,64.21,2,1.5,0,23,117.78,2026-05-13 14:51:57,32.71013754457463
1425,95.4,7,1.6,5,18,192.72,2026-05-13 14:51:57,29.701120797011207
1426,49.96,3,1.3,4,10,109.81,2026-05-13 14:51:57,27.298060285948456
1427,82.97,10,1.4,5,17,182.15,2026-05-13 14:51:57,27.33022234422179
